20.44 -1.13 -0.52
19.28 1.96 -1.28
18.78 0.72 -0.38
20.43 -2.86 -1.56
17.61 0.64 -1.35
18.19 -0.10 -0.45
19.36 0.74 -0.35
18.81 -1.36 0.42
20.77 1.70 -0.24
17.87 1.02 -0.68
17.15 1.37 -0.82
19.08 2.75 -1.00
22.81 4.12 -2.08
16.81 4.22 -1.28
23.08 4.07 1.05
16.22 1.86 -0.75
19.85 0.30 0.20
15.97 -2.06 0.97
21.25 -1.37 1.00
17.31 0.82 1.02
25.61 1.64 -1.43
23.02 1.62 -2.34
19.73 2.36 1.46
22.75 2.36 -0.98
21.37 2.11 -1.77
22.02 -3.34 1.02
17.03 -2.72 1.75
22.10 1.48 0.50
19.68 -0.17 -1.76
20.09 2.41 -0.98
22.89 -0.80 -3.97
16.64 -1.83 -1.26
11.96 0.34 1.68
14.86 2.41 3.20
20.44 1.58 1.49
17.42 -4.01 0.97
20.22 1.85 -0.32
19.95 0.52 -1.27
19.72 2.45 -1.84
