25.48 19.09 -2.64 1.77
25.52 16.46 -1.34 0.33
25.56 14.30 1.07 -0.16
25.60 15.06 1.57 -0.17
25.64 14.23 0.15 -0.32
25.68 11.04 1.90 -0.13
25.72 13.85 1.83 -0.45
25.76 13.29 3.42 -0.44
25.80 15.87 0.51 -0.99
25.84 15.05 0.46 -0.61
25.88 12.23 3.46 1.12
25.92 14.80 -0.03 1.06
25.96 12.60 1.22 1.22
26.00 12.43 -1.26 1.21
26.04 12.78 4.34 0.29
26.08 10.95 1.26 -0.27
26.12 14.48 0.74 -0.11
26.16 12.86 -1.91 -0.10
26.20 12.64 -0.25 -0.04
26.24 10.80 2.40 0.88
26.28 12.20 7.82 0.93
26.32 16.18 2.09 2.03
26.36 16.17 3.15 1.70
26.40 12.50 -3.64 0.29
26.44 13.68 -0.58 1.42
26.48 16.84 -0.38 0.56
26.52 19.26 -0.29 -1.08
26.56 12.85 1.36 -1.81
26.60 16.57 1.15 -1.67
26.64 13.01 -0.97 -1.03
26.68 13.22 0.50 -1.96
26.72 14.45 -3.08 -2.33
26.76 15.39 -6.45 -2.25
26.80 15.86 -5.00 -1.63
26.84 -1.27 52.31 -2.13
26.88 14.41 -2.12 -0.71
26.92 13.30 3.27 -1.14
26.96 13.54 0.24 -0.46
27.00 13.29 -1.58 -0.18
27.04 13.11 3.63 -0.55
27.08 12.89 5.69 -0.59
27.12 19.25 1.74 -0.66
27.16 18.18 2.80 -0.84
27.20 19.11 4.23 -0.22
27.24 22.11 1.86 0.11
27.28 24.13 1.68 -3.51
27.32 18.83 2.07 1.67
27.36 22.01 1.77 0.09
27.40 21.95 0.80 -0.79
27.44 21.88 3.76 -1.25
27.48 19.75 1.43 0.22
27.52 20.00 0.37 -0.77
27.56 19.30 0.15 -1.34
27.60 18.78 2.85 -0.37
27.64 16.31 2.31 1.05
27.68 20.10 1.58 -0.06
27.72 19.70 2.20 0.61
27.76 20.73 1.05 0.21
27.80 19.43 0.68 -0.07
27.84 20.80 -0.75 0.30
27.88 21.07 3.20 0.08
27.92 16.09 4.69 -0.56
27.96 16.67 1.60 0.47
28.00 20.02 -2.07 1.27
28.04 22.42 0.16 0.69
28.08 20.48 2.46 -1.12
28.12 20.34 1.86 0.38
28.16 22.92 5.82 -0.85
28.20 23.72 1.97 -1.60
28.24 20.96 6.12 -0.02
28.28 22.68 4.25 -0.91
28.32 22.52 0.74 -1.69
28.36 22.37 -0.25 -2.59
28.40 15.61 -3.07 -1.75
28.44 18.21 -1.34 -0.42
28.48 21.74 0.62 0.25
28.52 20.25 1.03 -0.03
28.56 20.14 1.46 -0.24
28.60 20.97 -0.24 -0.64
28.64 20.83 -1.22 -1.53
28.68 13.01 -1.14 -1.13
28.72 20.34 1.05 0.41
28.76 20.06 1.58 -0.08
28.80 17.90 0.51 -0.14
28.84 22.01 1.21 -0.96
28.88 21.83 4.03 -1.44
28.92 21.34 3.70 -0.87
28.96 24.58 1.88 0.07
29.00 23.23 1.85 -0.63
29.04 21.34 -0.24 -0.81
29.08 21.73 0.47 -0.52
29.12 21.50 2.04 -1.81
29.16 20.52 -3.11 -2.35
29.20 20.62 0.65 -2.45
29.24 16.46 0.32 -0.58
29.28 17.53 -0.27 -1.11
29.32 17.41 -0.86 -0.72
29.36 20.35 1.40 -1.81
29.40 16.24 1.46 -1.98
29.44 16.23 -1.24 -1.23
29.48 18.00 -1.73 -0.12
29.52 15.66 1.90 -0.07
29.56 17.14 1.50 -0.42
29.60 18.76 0.83 -0.21
29.64 19.59 1.46 -1.70
29.68 16.70 -1.84 -1.58
29.72 16.00 -1.37 -0.80
29.76 14.90 -0.87 -0.62
29.80 14.47 0.54 0.10
29.84 20.52 3.65 0.34
29.88 17.53 0.97 1.31
29.92 19.71 0.31 0.33
29.96 16.89 -2.69 0.48
30.00 17.94 -3.07 1.00
30.04 17.20 -1.91 -0.58
30.08 19.13 -1.19 -1.37
30.12 20.02 -3.01 -1.17
30.16 19.14 -1.43 -0.88
30.20 18.95 -1.08 -1.54
30.24 14.88 -2.35 -0.39
30.28 19.18 -1.80 0.22
30.32 14.79 -2.44 0.55
30.36 12.84 0.48 1.55
30.40 14.51 -2.25 1.65
30.44 20.64 -2.63 -0.47
30.48 22.37 -1.91 -2.27
30.52 18.40 -0.14 -1.69
30.56 18.63 -2.56 -1.62
30.60 14.78 -3.62 2.30
30.64 17.17 -4.09 0.17
30.68 18.36 -1.50 -0.70
30.72 17.36 -0.30 -0.92
30.76 19.64 -0.74 -1.58
30.80 17.94 -4.50 -1.39
30.84 17.31 -2.24 -0.51
30.88 20.08 -1.43 -0.13
30.92 18.38 -1.86 -0.22
30.96 22.18 -2.25 0.27
31.00 19.76 -0.65 -0.39
31.04 21.05 -0.33 -1.21
31.08 17.34 2.57 -3.28
31.12 15.38 2.37 -1.61
31.16 17.76 -0.20 0.45
31.20 16.04 -1.14 -0.17
31.24 17.68 1.15 0.29
31.28 17.75 1.67 -0.17
31.32 18.39 1.32 -1.17
31.36 20.25 0.56 -1.38
31.40 16.88 1.79 -1.43
31.44 16.86 -1.42 -0.80
31.48 13.44 -2.03 -0.36
31.52 16.69 1.18 -1.01
31.56 14.47 -0.33 -0.71
31.60 16.34 -0.67 0.14
31.64 15.24 -0.77 1.07
31.68 17.35 0.18 0.68
31.72 17.01 -1.44 0.00
31.76 17.09 -1.43 0.32
31.80 15.73 2.45 -0.09
31.84 11.66 0.11 1.03
31.88 14.93 2.37 2.49
31.92 16.19 1.65 1.34
31.96 16.77 3.13 1.08
32.00 18.83 2.87 -0.69
32.04 19.26 2.09 -2.77
32.08 17.10 1.67 -3.96
32.12 20.29 0.20 -1.67
32.16 20.71 -0.73 -1.35
32.20 21.58 0.20 -0.93
32.24 22.43 0.48 -1.26
32.28 19.31 2.69 -0.95
32.32 17.93 3.57 -2.19
32.36 20.23 0.81 -2.67
32.40 18.27 2.03 -2.26
32.44 21.56 0.34 -1.73
32.48 19.69 0.26 -2.06
32.52 19.15 1.02 -1.76
32.56 13.77 -0.49 -0.26
32.60 14.80 4.40 2.14
32.64 18.31 4.26 -0.67
32.68 17.08 1.17 0.10
