Desktop_Software_Build_Version,2.0
#;Jahr;Monat;Tag;Stunde;Minute;Sekunde;VelX;VelY;VelZ;SNR1;SNR2;SNR3;AccX;AccY;AccZ;Temp
();();();();();();();(m/s);(m/s);(m/s);(dB);(dB);(dB);(cnts);(cnts);(cnts);(° C)
02;2025;09;29;16;22;00;0,605;0,022;0,121;37,89;39,315;41,485;-54,657;652,003;15870,85;10,11
02;2025;09;29;16;22;01;0,642;-0,021;-0,206;37,223;37,371;37,646;76,616;381,725;15833,5;10,11
02;2025;09;29;16;22;01;1,123;-0,097;0,392;33,018;32,623;35,5;-52,884;544,23;15884,78;10,11
02;2025;09;29;16;22;02;0,679;-0,14;-0,202;32,906;32,424;35,591;57,487;405,678;15803,33;10,11
02;2025;09;29;16;22;02;0,64;-0,054;-0,449;35,398;33,572;36,155;28,122;631,68;15803,28;10,11
02;2025;09;29;16;22;03;0,575;-0,136;0,102;34,931;32,954;35,591;37,498;388,153;15885,93;10,11
02;2025;09;29;16;22;03;0,4;-0,039;0,702;35,532;33,153;37,872;4,677;558,468;15784,56;10,11
02;2025;09;29;16;22;04;0,104;-0,036;-0,286;35,265;36,929;38,188;-17,047;574,571;15800,26;10,11
02;2025;09;29;16;22;04;0,495;-0,172;-0,03;37,935;35,869;38,12;-34,873;430,274;15856,82;10,11
02;2025;09;29;16;22;05;0,199;-0,036;0,091;36,889;37,813;37,781;1,694;561,794;15816,5;10,11
02;2025;09;29;16;22;05;0,666;-0,191;-0,398;36,644;36,267;37,781;170,949;553,792;15756,78;10,11
02;2025;09;29;16;22;06;0,778;-0,059;0,366;37,734;36,709;40,92;-109,085;394,162;15869,69;10,11
02;2025;09;29;16;22;06;0,557;-0,036;0,1;38,758;36,399;39,724;-108,151;693,826;15852,06;10,11
02;2025;09;29;16;22;07;0,757;0,01;0,047;38,58;37,636;40,243;-49,548;653,509;15801,11;10,11
02;2025;09;29;16;22;07;0,545;0,046;0,19;39,648;37,504;40,04;22,113;574,372;15856,3;10,105
02;2025;09;29;16;22;08;0,624;-0,017;0,018;39,892;39,116;40,153;128,301;408,16;15803,35;10,11
02;2025;09;29;16;22;08;0,757;0,082;0,288;39,092;38,188;40,695;42,604;504,022;15799,57;10,105
02;2025;09;29;16;22;09;0,559;0,023;-0,117;38,758;38,166;38,594;88,379;503,009;15813,05;10,104
02;2025;09;29;16;22;09;0,363;-0,028;-0,03;38,024;38,321;38,662;18,17;401,62;15829,38;10,11
02;2025;09;29;16;22;10;0,657;0,004;-0,282;37,846;37,68;39,791;191,884;551,801;15780,27;10,11
02;2025;09;29;16;22;10;0,694;-0,029;0;37,601;36,996;40,966;53,518;420,296;15909,09;10,11
02;2025;09;29;16;22;11;0,566;-0,046;-0,035;39,625;39,028;39,994;25,353;539,429;15798,63;10,104
02;2025;09;29;16;22;11;0,661;-0,071;-0,207;39,225;37,172;40,627;-70,396;587,243;15861,99;10,1
02;2025;09;29;16;22;12;0,622;-0,069;-0,288;38,914;37,857;39,114;-168,965;666,841;15885,35;10,11
02;2025;09;29;16;22;12;0,477;-0,062;-0,179;36,889;37,945;39,385;138,515;565,911;15714,53;10,11
